Idx	Group	Index	Name	Color	Unk1	Unk2	Unk3	iInfoLine_1	Unk4	iInfoLine_2	Unk5	iInfoLine_3	Unk6	iInfoLine_4	Unk7	iInfoLine_5	Unk8	iInfoLine_6	Unk9	iInfoLine_7	Unk10	iInfoLine_8	Unk11	iInfoLine_9	Unk12	iInfoLine_10	Unk13	iInfoLine_11	Unk14	iInfoLine_12	Unk15	iInfoLine_13	Unk16	iInfoLine_14	Unk17	iInfoLine_15	Unk18
599	7	227	Manticore Fighter Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	15	0	16	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
600	7	228	Manticore Lancer Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
601	7	229	Manticore Elf Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
602	7	231	Manticore Rune Wizard Helm	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
603	7	232	Manticore Slayer Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
604	7	233	Manticore Knight Helm (Conviction)	256	0	1	-1	3	0	8	0	9	0	10	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
605	7	234	Manticore Gun Crusher Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
606	7	235	Glimmer Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
607	7	236	Light Ray Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
608	7	237	Flash Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
609	7	238	Magic Flare Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
610	7	239	Bright Helmet	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
611	7	240	Darjeeling Helmet	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
612	7	241	Blood Angel Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
613	7	242	Dark Angel Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
614	7	243	Holy Angel Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
615	7	244	Soul White Light Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
616	7	245	Blue Eye Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
617	7	246	Silver Heart Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
618	7	247	Manticore Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
619	7	248	Brilliant Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
620	7	249	Glimmer Helmet	256	1	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
621	7	250	Light Ray Helmet	256	1	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
622	7	251	[Bound] Light Ray Helmet	267	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
623	7	252	Mage Pad Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
624	7	253	Mage Sphinx Mask	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
625	7	254	Mage Legendary Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
626	7	256	Noble Pixie Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
627	7	257	Finesse Helmet	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
628	7	258	Geist Helmet	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
629	7	259	Blood Angel Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
630	7	260	Dark Angel Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
631	7	261	Holy Angel Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
632	7	262	Soul Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
633	7	263	Blue Eye Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
634	7	264	Silver Heart Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
635	7	265	Manticore Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
636	7	266	Brilliant Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
637	7	267	Mage Shinx Mask	256	1	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
638	7	268	Mage Legendary Helmet	256	1	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
639	7	269	[Bound] Mage Legendary Helmet	267	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	17	0	18	2	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
640	7	270	Brilliant Knight helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
641	7	271	Brilliant Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
642	7	272	Brilliant Elf Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
643	7	273	Brilliant Summoner Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
644	7	275	Brilliant Lord Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
645	7	276	Brilliant Fighter Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	15	0	16	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
646	7	277	Brilliant Lancer Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
647	7	278	Brilliant Elf helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
648	7	280	Brilliant Rune Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
649	7	281	Brilliant Slayer Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
650	7	282	Brilliant Knight Helmet (Belief)	256	0	1	-1	3	0	8	0	9	0	10	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
651	7	283	Brilliant Gun Crusher Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
652	7	284	Apocalypse Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
653	7	285	Apocalypse Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
654	7	286	Apocalypse Elf Helmet (B)	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
655	7	287	Apocalypse Summoner Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
656	7	289	Apocalypse Lord Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
657	7	290	Apocalypse Fighter Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	15	0	16	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
658	7	291	Apocalypse Lancer Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
659	7	292	Apocalypse Elf Helmet (A)	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
660	7	294	Apocalypse Rune Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
661	7	295	Apocalypse Slayer Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
662	7	296	Apocalypse Knight Helmet (Belief)	256	0	1	-1	3	0	8	0	9	0	10	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
663	7	297	Apocalypse Gun Crusher Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
664	7	298	Apocalypse Light Wizard Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
665	7	299	Apocalypse Mage Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
666	7	300	Illusion Knight Scale Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
667	7	301	Illusion Knight Iron Plate Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
668	7	302	Steel Armor Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
669	7	303	Black Origin Helmet	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
670	7	304	Primal Helmet	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
671	7	305	Apex Helmet	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
672	7	306	Blood Angel Illusion Knight Helmet	256	0	1	-1	3	0	1156	1	1157	1	1158	1	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0
673	7	307	Dark Angel Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
674	7	308	Holy Angel Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
675	7	309	Soul Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
676	7	310	Blue Eye Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
677	7	311	Silver Heart Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
678	7	312	Manticore Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
679	7	313	Brilliant Illusion Knight Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
680	7	315	Illusion Knight Iron Plate Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
681	7	316	Steel Plate Helmet	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
682	7	317	[Bound] Steel Plate Helmet	267	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
683	8	0	Bronze Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
684	8	1	Dragon Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
685	8	2	Padded Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
686	8	3	Legendary Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
687	8	4	Bone Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
688	8	5	Leather Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
689	8	6	Scale Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
690	8	7	Sphinx Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
691	8	8	Brass Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
692	8	9	Plate Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
693	8	10	Vine Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
694	8	11	Silk Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
695	8	12	Wind Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
696	8	13	Spirit Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
697	8	14	Guardian Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
698	8	15	Atlans Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
699	8	16	Black Dragon Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
700	8	17	Dark Phoenix Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
701	8	18	Grand Soul Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
702	8	19	Holy Spirit Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
703	8	20	Thunder Hawk Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
704	8	21	Great Dragon Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
705	8	22	Dark Soul Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
706	8	23	Hurricane Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
707	8	24	Red Sprit Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
708	8	25	Light Plate Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
709	8	26	Adamantine Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
710	8	27	Dark Steel Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
711	8	28	Dark Master Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
712	8	29	Dragon Knight Armor	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
713	8	30	Venom Mist Armor	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
714	8	31	Sylphid Ray Armor	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
715	8	32	Volcano Armor	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
716	8	33	Sunlight Armor	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
717	8	34	Ashcrow Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
718	8	35	Eclipse Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
719	8	36	Iris Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
720	8	37	Valiant Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
721	8	38	Glorious Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
722	8	39	Violent Wind Armor	256	0	1	-1	3	0	8	0	11	0	12	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
723	8	40	Red Winged Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
724	8	41	Ancient Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
725	8	42	Demonic Armor	256	0	1	-1	3	0	8	0	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
726	8	43	Storm Blitz Armor	256	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
727	8	44	Eternal Wing Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
728	8	45	Titan Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
729	8	46	Armor of Bravery	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
730	8	47	Phantom Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
731	8	48	Armor of Destruction	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
732	8	49	Seraphim Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
733	8	50	Divine Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
734	8	51	Royal Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
735	8	52	Hades Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
736	8	53	Succubus Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
737	8	54	Lazy Wind Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
738	8	55	Dark Devil Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	17	0	18	2	-1	0	-1	0	-1	0	-1	0	-1	0
739	8	56	Sticky Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
740	8	57	Hell Night Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
741	8	58	Ambition Armor	268	0	1	-1	3	0	8	0	9	0	10	2	11	0	12	2	13	0	14	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
742	8	59	Sacred Fire Armor	256	0	1	-1	3	0	8	0	11	0	12	2	15	0	16	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
743	8	60	Storm Zahard Armor	256	0	1	-1	3	0	8	0	11	0	12	2	15	0	16	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
744	8	61	Piercing Grove Armor	256	0	1	-1	3	0	8	0	11	0	12	2	15	0	16	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
