Idx	ID	Text	Unk
561	564	High Elf only	-1
562	565	Lord Emperor only	-1
563	566	Dual Master only	-1
564	567	Dimension Master only	-1
565	568	Fist Master only	-1
566	569	Mirage Lancer only	-1
567	570	This is the Bloodangel of Sealed Vengeance. Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
568	571	This is the Bloodangel of Sealed Wisdom Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
569	572	This is the Bloodangel of Sealed Redemption Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
570	573	This is the Bloodangel of Sealed Extremity Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
571	574	This is the Bloodangel of Sealed Justice Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
572	575	This is the Bloodangel of Sealed Chaos Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
573	576	This is the Bloodangel of Sealed Will Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
574	577	This is the Bloodangel of Sealed Retribution Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in 'Regular Combination' of Chaos Combination to # remove the seal.	-1
575	578	You have a chance to acquire #Ruud from mastery boxes. ##You can use Ruud to purchase items #from Priest James.##	-1
576	579	Used when entering the Devil Square.	-1
577	580	Ruud will be given as a reward. ## You can use Ruud to purchase items#from James. # #	-1
578	581	Event items cannot be upgraded or traded.	-1
579	582	Item is for internet cafe. Only useable at internet cafe.	-1
580	583	Ticket for one additional entry into event map. #Automatically used upon event map entry attempt.	-1
581	584	Gift box for internet cafe that has many items.	-1
582	585	Until %d(yr) %d(m) %d(d) %02d:%02d: Increases +%d	107
583	586	%d / 50	1
584	587	It is a material that can make a Elemental Capsule (Normal)	-1
585	588	Throw the box to acquire item.	-1
586	589	Combine 4 different fragments into one to create 'Slot of Blessing Expander'.	-1
587	590	Combine 4 different fragments into one to create 'Slot of Integrity Expander'.	-1
588	591	Combine 4 different fragments into one to create 'Slot of Divinity Expander'.	-1
589	592	Combine 4 different fragments into one to create 'Slot of Radiance Expander'.	-1
590	593	Can expand Slot of Blessing.	-1
591	594	Can expand Slot of Integrity.	-1
592	595	Can expand Slot of Divinity.	-1
593	596	Can expand Slot of Radiance.	-1
594	597	Can change the Element of Errtel.	-1
595	598	Ignores the chance of item deletion when you unequip Errtel from Pentagram.	-1
596	599	Choose to use it or not when unequipping.	-1
597	600	Elemental item# obtained by using a #Capsule is endowed with fire attribute.	-1
598	601	Elemental item #obtained by using a #Capsule is endowed with earth attribute.	-1
599	602	Elemental item #obtained by using a #Capsule is endowed with water attribute.	-1
600	603	Elemental item #obtained by using a #Capsule is endowed with wind attribute.	-1
601	604	Elemental item #obtained by using a #Capsule is endowed with darkness attribute.	-1
602	605	You cannot use this item. # Sell it to shop NPCs.	-1
603	606	You can get Absolute Archangel Weapon according to your class.#Use this by throwing it on the ground.	-1
604	607	[Warning] Cannot be used by Rage Fighter or Grow Lancer.	-1
605	608	# #	-1
606	609	--------------------------------------------	-1
607	610	Item effect when unsealed	-1
608	611	Fury's Bloodangel Knight Armor	-1
609	612	Fury's Bloodangel Knight Helm	-1
610	613	Fury's Bloodangel Knight Pants	-1
611	614	Fury's Bloodangel Knight Boots	-1
612	615	Transcendence's Bloodangel Wizard Armor	-1
613	616	Transcendence's Bloodangel Wizard Helm	-1
614	617	Transcendence's Bloodangel Wizard Pants	-1
615	618	Transcendence's Bloodangel Wizard Gloves	-1
616	619	Flurry's Bloodangel Elf Armor	-1
617	620	Flurry's Bloodangel Elf Helm	-1
618	621	Flurry's Bloodangel Elf Pants	-1
619	622	Flurry's Bloodangel Elf Gloves	-1
620	623	Extremity's Bloodangel Magic Armor	-1
621	624	Extremity's Bloodangel Magic Boots	-1
622	625	Extremity's Bloodangel Magic Pants	-1
623	626	Extremity's Bloodangel Magic Gloves	-1
624	627	Conquest's Bloodangel Lord Armor	-1
625	628	Conquest's Bloodangel Lord Lord Helm	-1
626	629	Conquest's Bloodangel Lord Pants	-1
627	630	Conquest's Bloodangel Lord Gloves	-1
628	631	Honor's Bloodangel Summoner Armor	-1
629	632	Honor's Bloodangel Summoner Helm	-1
630	633	Honor's Bloodangel Summoner Pants	-1
631	634	Honor's Bloodangel Summoner Gloves	-1
632	635	Destruction's Bloodangel Fighter Armor	-1
633	636	Destruction's Bloodangel Fighter Helm	-1
634	637	Destruction's Bloodangel Fighter Pants	-1
635	638	Destruction's Bloodangel Fighter Boots	-1
636	639	Tenacity's Bloodangel Lancer Armor	-1
637	640	Tenacity's Bloodangel Lancer Helm	-1
638	641	Tenacity's Bloodangel Lancer Pants	-1
639	642	Tenacity's Bloodangel Lancer Gloves	-1
640	643	Increases all stats (7 or 15)	-1
641	644	Full Set Option	-1
642	645	Excellent Option is set when item is purchased and item will be sent to inventory.	-1
643	646	Excellent Option	-1
644	647	Increases Excellent DMG Rate by 10%	-1
645	648	+	-1
646	649	1~2 Excellent option added	-1
647	650	# #Excellent DMG +10% is a basic option.	-1
648	651	Cyclone Skill	-1
649	652	Power Slash Skill	-1
650	653	Force Wave Skill	-1
651	654	Lunge Skill	-1
652	655	Triple Shot Skill	-1
653	656	Phoenix Shot Skill	-1
654	657	Random Luck Option	-1
655	658	This is shard of seal stone that has been used to seal away Dark God Sekneum. #It still has weak power of Darkness on it.	-1
656	659	A combination material to change Bloodangel set into Darkangel set item.	-1
657	660	This is steel of heaven that is material for refining Divine Weapon of Archangel. #If you collect 10 steel of heaven, you can make Archangel's Hammer.	-1
658	661	Archangel's Hammer is required to upgrade Divine weapon of Archangel.	-1
659	662	Divine Weapon of Archangel can be upgraded #using combining item.	-1
660	663	Divine Weapon of Archangel can be upgrade by combination from Chaos Goblin at Noria	-1
661	664	%sSkill required	401
662	665	%s %d points required 	402
663	666	(You lack %d points)	403
664	667	Damage target and surrounding enemy 3 times. #Chance to cause one more Additional damage.	-1
665	668	Damage target and surrounding enemy 3 times by dropping strong meteor. #Chance to cause one more Additional damage.	-1
666	669	With yourself as the center, deal damage to nearby enemies by dropping meteor.	-1
667	670	Damage target and surrounding by sending evil spirit. #Chance to cause one more Additional damage.	-1
668	671	Damage target by firing arrow quickly 4 times. #Chance to cause one more Additional damage.	-1
669	672	With yourself as the center, deal damage to nearby enemies by firing fire arrow.	-1
670	673	Damage target and surrounding enemy 3 times #by summoning fire summoned creature. #Chance to cause one more Additional damage.	-1
671	674	Damage target and surrounding enemy 3 times #by summoning water summoned creature. #Chance to cause one more Additional damage.	-1
672	675	Does Ice damage to multiple enemy in a direction, #has chance to cause one more additional damage. #Attacked enemy has change for movement speed reduction.	-1
673	676	Does Fire damage to multiple enemy in a direction, #has chance to cause one more additional damage. #Attacked enemy has change for continuous fire damage.	-1
674	677	Damage target and surrounding #by firing dark blast. #Chance to cause one more Additional damage.	-1
675	678	Damage target and surrounding enemy 3 times by #dropping strong meteor. #Chance to cause one more Additional damage.	-1
676	679	Damage target and enemy in line #3 times. #Chance to cause one more Additional damage.	-1
677	680	Does Ice damage to multiple enemy in a direction, #has chance to cause one more additional damage.	-1
678	681	Damage target and surrounding #by sending Evil Wind Spirit. #Chance to cause one more Additional damage.	-1
679	682	Damage target and surrounding enemy #by causing an earthquake. #Chance to cause one more Additional damage.	-1
680	683	Damage target and some surrounding enemy #by sending dark force. #Chance to cause one more Additional damage.	-1
681	684	A stone with mysterious power. You can use it on a mastery item, changes the option.	-1
682	685	[Warning] You can get lower option than what you have.	-1
683	686	A symbol representing element.	-1
684	687	Collect each fire/water/earth/dark/wind symbol and take them to Lahap at Elbeland	-1
685	688	Tradable Item.	-1
686	689	If you collect 200/400/1200, you can exchange it with other items.#Request exchange via General Information on customer service change by 1st of December 2015.	-1
687	690	Present box.#Throw it on floor to use.	-1
688	691	Disappears at character's death, channel or server change.	-1
689	692	%d / 12	-1
690	693	When you have 12 pieces, they will automatically change to Juny Box.	-1
691	694	Throw this on the ground to get a special reward.	-1
692	695	Required combination material for upgrading 380 socket item to 400 socket item.	-1
693	696	[Warning] Cannot be used at event map, Arca or Battle Core.	-1
694	697	You can get one of the following: Mastery Set Item according to your class / Bless of Light / Pentagram.#Use this by throwing it on the ground.	-1
695	698	[Warning] There is no set item for Magic Knight.	-1
696	699	[Warning] There is no set item for Dark Knight, Rage Fighter and Gun Crusher.	-1
697	700	[Warning] There is no set item for Dark Wizard, Elf, Summoner, Dark Lord, Grow Lancer, Rune Wizard, Slayer, White Wizard, Lumeria Mage or Illusion Knight	-1
698	701	Right mouse click to get an item that can be equipped starting from Lv. 1.	-1
699	702	Right mouse click to get an item that can be equipped starting from Lv. 150.	-1
700	703	Required combination material when upgrading to Seed Sphere.	-1
701	704	Card Piece or Card Deck can be obtained with a certain chance. #When this item is used by right mouse click, item is obtained in event inventory.	-1
702	705	Card Piece or Card Deck can be obtained with a certain chance, and 1 Special Card will be obtained in additionally.#When this item is used by right mouse click, item is obtained in event inventory.	-1
703	706	Card Piece or Card Deck can be obtained with a certain chance, and 3 Special Cards will be obtained additionally.#When this item is used by right mouse click, item is obtained in event inventory.	-1
704	707	Element: Undefined#Option: Undefined	-1
705	708	# #Seed element and option#will be decided upon combination success.	-1
706	709	You can combine this with Seed item and make Seed Sphere item to be equipped on socket item.	-1
707	710	This item cannot be used.	-1
708	711	#You can get fire element Seed Sphere (Level 1), Sphere Upgrade Rune, 380 Socket Item Lv. +9 Luck Skill (maximum socket slots).	-1
709	712	#You can get water element Seed Sphere (Level 1), Sphere Upgrade Rune, 380 Socket Item Lv. +9 Luck Skill (maximum socket slots).	-1
710	713	#You can get ice element Seed Sphere (Level 1), Sphere Upgrade Rune, 380 Socket Item Lv. +9 Luck Skill (maximum socket slots).	-1
711	714	#You can get wind element Seed Sphere (Level 1), Sphere Upgrade Rune, 380 Socket Item Lv. +9 Luck Skill (maximum socket slots).	-1
712	715	#You can get lightening element Seed Sphere (Level 1), Sphere Upgrade Rune, 380 Socket Item Lv. +9 Luck Skill (maximum socket slots).	-1
713	716	#You can get earth element Seed Sphere (Level 1), Sphere Upgrade Rune, 380 Socket Item Lv. +9 Luck Skill (maximum socket slots).	-1
714	717	#1-3 Sphere Upgrade Rune can be obtained#by using this item.	-1
715	718	Darkangel Anvil created by James, one of the 12 Apostles of Light.	-1
716	719	Combination material to upgrade a Bloodangel weapon into a Darkangel weapon.	-1
717	720	A crystal of Sekneum's dark powers, leaked from the Sealed Stone.	-1
718	721	Combination material to upgrade a Bloodangel weapon into a Darkangel weapon.	-1
719	722	A fragment of Sekneum's dark powers, leaked from the Sealed Stone.	-1
720	723	By collecting 10 Sekneum's Darkness items, you can create Sekneum's Abyss and upgrade Bloodangel weapons.	-1
721	724	A barrier stone that has blessings from the sacred god Lugard. This can purify Sekneum's dark powers.	-1
722	725	Combination material to upgrade a Darkangel set armor item into a Holyangel set armor item.	-1
723	726	You can get one of the following: Mysterious Stone / Ruud.	-1
724	727	Used when entering boss Nix's Haven.	-1
725	728	Click Spirit Nixie at Nixies Lake while the item is in the inventory to go to Nix's Haven.	-1
726	729	To be able to use the item, you need a 4x4 space.	-1
727	730	Combination material to transform a supporter type Elf mastery armor into an attacker type Elf mastery armor.	-1
728	731	Combination material to transform an attacker type Elf mastery armor into a supporter type Elf mastery armor.	-1
729	732	Combination material to transform a mage type Magic Knight mastery armor into a gladiator type Magic Knight mastery armor.	-1
730	733	Combination material to transform a gladiator type Magic Knight mastery armor into a mage type Magic Knight mastery armor.	-1
731	734	Right click on the egg to crack it and get items.#At times, you might have a chance to get a Muun?	-1
732	735	You cannot equip more than one premium muun if multiple effect period is still remaining.	-1
733	736	You can unseal a sealed Bloodangel set item.	-1
734	737	Bloodangel set item material	-1
735	738	You can upgrade #a Bloodangel set item into a Darkangel set item.	-1
736	739	Darkangel set item material	-1
737	740	You can upgrade #a Darkangel set item into a Holyangel set item.	-1
738	741	Holyangel set item material	-1
739	742	You can unseal a sealed Bloodangel set item. #Once the seal is broken, you can get a +11 set item.	-1
740	743	+11 Bloodangel set item material	-1
741	744	This is the Bloodangel of Sealed Redemption Set.#You need a Bloodangel Soul #to remove the seal.	-1
742	745	This is the Bloodangel of Sealed Captivation Set.#You need a Bloodangel Soul #to remove the seal.	-1
743	746	# #All of the party members must have Spirit Nixie's Shard.	-1
744	747	Bloodangel Elf Armor of Redemption	-1
745	748	Bloodangel Elf Helm of Redemption	-1
746	749	Bloodangel Elf Pants of Redemption	-1
747	750	Bloodangel Elf Gloves of Redemption	-1
748	751	Bloodangel Magic Armor of Captivation	-1
749	752	Bloodangel Magic Boots of Captivation	-1
750	753	Bloodangel Magic Pants of Captivation	-1
751	754	Bloodangel Magic Gloves of Captivation	-1
752	755	To be able to use the item, you need to have 4x4 normal inventory space and 1x1 event inventory space.	-1
753	756	You can only use this item from the event inventory.	-1
754	757	Basic stats will be increased by 20 times for 30 days after acquiring this.	-1
755	758	You can get a class-specific mastery weapon that has a time limit.#Drop on the floor to use.	-1
756	759	[Warning] You need to have 4x4 space in your inventory.	-1
757	900	Upgrades an Item to Level 6 Instantly	0
758	901	Upgrades an Item to Level 9 Instantly	0
759	902	Upgrades Item option to +28	0
760	903	Adds random excellent options to normal Item	0
761	904	Adds Luck to item	0
762	905	Adds Skill to Weapons	0
763	906	Upgrades an Item to Level 15 Instantly	0
764	907	Makes Item Full Excellent	0
765	908	Adds extra Socket slot to Socket item	0
766	909	Strength Increase +50	0
767	910	Agility Increase +50	0
768	911	Vitality Increase +50	0
769	912	Energy Increase +50	0
770	913	Command Increase +50	0
771	915	Upgrades item using Jewel Upgrade System	-1
772	999	RUUDSHOPVIEWINFO Link Script set option. Enter index at where set option will appear.	301
773	1000	[Flash Event] You can get class-specific +15 speed server reward equipment.#Drop on the floor to use.	-1
774	1001	[Caution] Multiple items will drop so ensure enough space to loot.	-1
775	1002	Make a Goblin Combination using this item and Speed Server [Bound] +11/ 13/ 15 set armor to convert them to [Bloodangel Soul].	-1
776	1003	All 4th Class Skill Enhancement Tree will be reset.	-1
777	1004	You can get a class-specific mastery armor set that has a time limit.#Drop on the floor to use.	-1
778	1005	[Caution] Make sure to have enough space in your inventory before using.	-1
779	1006	Currency for the Miracle Shop.#Seek the Miracle Merchant Moss in Elbeland.	-1
780	1007	[Caution] Does not stack. Make sure to have enough space in your inventory.	-1
781	1008	This is the Max Level Achievement Reward Box.	-1
782	1009	Used as a combination material.	-1
783	1010	The Magic Solution is %.1f%% filled.	404
784	1011	Can be used as a wing combination material at 100%%.	-1
785	1012	Magic Solution can be filled with Magic Bubble of the same name.	-1
786	1013	Can be used as a wing combination material.	-1
787	1014	Only one Magic Solution can be held in the inventory regardless of the type.	-1
788	1015	Can be used as a 2nd [Bound] wings material.	-1
789	1016	Can be used as a 3rd [Bound] wings material.	-1
790	1017	Can be used as a 4th [Bound] wings material.	-1
791	1018	You can upgrade #a Holyangel Set item into an Awakening Soul Set item.	-1
792	1019	Awakening Soul Set item material	-1
793	1020	Holyangel Anvil created by James, one of the 12 Apostles of Light.	-1
794	1021	Combination material to upgrade a Darkangel weapon into a Holyangel weapon.	-1
795	1022	Increases DMG by %d%%	239
796	1023	Absorbs %d%% of incoming DMG	240
797	1024	Throws two-handed hooks at the target to inflict DMG to#it and other enemies nearby.	-1
798	1025	Increases Mana Full Recovery Rate by %d%%	-1
799	1026	Increases HP Full Recovery Rate by %d%%	-1
800	1027	Increases Enemy DMG Return rate by %d%%	-1
801	1028	Increases Enemy DEF Ignore Rate by %d%%	-1
802	1029	Increases Attack (Magic) Speed by %d	-1
803	1030	Increases Excellent DMG Rate by %d%%	-1
804	1031	Increases Double DMG Rate by %d%%	-1
805	1032	Increases Strength by %d	-1
806	1033	Increases Health by %d	-1
807	1034	Increases Energy by %d	-1
808	1035	Increases Agility by %d	-1
809	1036	Add to Magic Solution of the same name to fill the Solution.	-1
810	1037	4th wings combination material	-1
811	1038	You can get a 2nd bound wings according to your class.#Use this by throwing it on the ground.	-1
812	1039	You can get a 3rd bound wings according to your class.#Use this by throwing it on the ground.	-1
813	1040	Hero	-1
814	1041	Absorbs %d%% of incoming DMG	241
815	1042	DMG: %d	242
816	1043	Magical Damage: %d	243
817	1044	DMG / Magical Damage: %d	244
818	1045	Magical Damage / Curse: %d	245
819	1046	DEF: %d	246
820	1047	DMG: %d-%d	247
821	1048	Increases Strength by %d	248
822	1049	Increases Agility by %d	248
823	1050	Increases Energy by %d	248
824	1051	Increases Health by %d	248
825	1052	Increases Command by %d	248
826	1053	Increases Minimum DMG by %d	248
827	1054	Increases Maximum DMG by %d	248
828	1055	Increases Magic by %d%%	248
829	1056	Increases DMG by %d%%	248
830	1057	Increases Maximum HP by %d	248
831	1058	Increases Maximum Mana by %d	248
832	1059	Increases Maximum AG by %d	248
833	1060	AG Recovery Rate +%d	248
834	1061	Increases Critical DMG Rate by %d%%	248
835	1062	Increases Critical DMG by %d	248
836	1063	Increases Excellent DMG Rate by %d%%	248
837	1064	Increases Excellent DMG by %d	248
838	1065	Increases Skill DMG by %d	248
839	1066	Increases Double DMG Rate by %d%%	248
840	1067	Increases Enemy DEF Ignore by %d%%	248
841	1068	Increases DEF by %d%% when a shield is equipped	248
842	1069	Increases All Stats by %d	248
843	1070	Attack/Wizardry/Curse : %d~%d	247
844	1071	This letter was handwritten by Elena, who created the Maze of Dimensions. # It asks brave hearts of the MU realm to explore the Maze of Dimensions.	-1
845	1072	# #You can move from#Event Map Square to Maze of Dimensions.	-1
846	1073	Maximum 10 items can be held in the inventory.	-1
847	1074	You can't use multiple Boosting Buff items.	-1
848	1075	You can't use multiple Reinforcing Buff items.	-1
849	1076	Critical DMG +%d	219
850	1077	Excellent DMG +%d	219
851	1078	Right-click or register the buff items on Helper to use.	-1
852	1079	You will randomly obtain one of Mastery Accessory, Lapidary Stone, or other boons.	-1
853	1080	You will obtain an Earring of Wrath (Left) Lv. 300 with random option.	-1
854	1081	You will obtain an Earring of Wrath (Right) Lv. 700 with random option.	-1
855	1082	Additional DEF +20	-1
856	1083	%d /100	1
857	1084	When reaching 100, it will automatically change to a 'Chicken Box.'	-1
858	1085	Increases Rune Magery by %d%%	11
859	1086	You will obtain a Pandora Pick with random Durability.	-1
860	1087	You will randomly obtain one of Gold Key, Elite Potion, [Bound] Bless of Light, Jewel items, Jewel of Extension, Tradeable Seal, or normal Talisman items.	-1
861	1088	You will randomly obtain one of Gold Key, Silver Key, Elite Potion, [Bound] Bless of Light, Cherry Blossom Buff items, Jewel items, Elemental Talisman of Luck, or Talisman of Luck.	-1
862	1089	Obtain the Premium Muun from this month's Egg of Monsters Event.	-1
863	1090	Exclusive for Rune Mage	-1
864	1091	Bloodangel Rune Mage Armor of Vengeance	-1
865	1092	Bloodangel Rune Mage Helm of Vengeance	-1
866	1093	Bloodangel Rune Mage Pants of Vengeance	-1
867	1094	Bloodangel Rune Mage Gloves of Vengeance	-1
868	1095	Blow Rune Energy to the target and attack nearby enemies twice. #Attack increases by 1 with a certain chance.	-1
869	1096	You will randomly obtain one of Gold Key, Elite Potion, [Bound] Bless of Light, Jewel items, Jewel of Extension, Tradeable Seal, or Elemental Talisman items.	-1
870	1097	You will obtain +11 Earring of Wrath (Left) (14 Days).	-1
871	1098	Enables Switch Mode.	-1
872	1099	You will obtain an item randomly.	-1
873	1100	You can upgrade #a Soul Set item into a Frosty Blue Eye Set item.	-1
874	1101	Material for Frosty Blue Eye Set	-1
875	1102	Soul Anvil that James, one of the 12 light priests, has created.	-1
876	1103	Combination material to upgrade Holyangel Weapon to Soul Weapon.	-1
877	1104	Increases Attack by 500.	-1
878	1105	Increases Defense by 500.	-1
879	1106	Recover HP by 30%.	-1
880	1107	Recover MP by 30%.	-1
881	1108	Item used to upgrade weapons.	-1
882	1109	Item used to upgrade armors.	-1
883	1110	Item used to upgrade wings.	-1
884	1111	Item used to combine eqiupment.	-1
885	1112	It is a necessary item to make the earring of the ancestors.	-1
886	1113	Rage Earring (Left or Right) It is a combination material needed when upgrading an item to an ancestor's earring (Left or Right) item.	-1
887	1114	It is a box containing 50 jewels of blessing. # (You can right-click to open the box.)	-1
888	1115	This is a ticket that can be exchanged with Morse's treasure chest. # At the end of the event will be exchanged for Morse's treasure chest.	-1
889	1116	Summons the Death Side. Deathside wields a sickle and damages nearby enemies. # Probably adds 1 additional damage.	-1
890	1117	Guardian Item	-1
891	1118	Elite Resistance Option	-1
892	1119	Available via right click. You can acquire guardian making and reinforcement material items.	-1
893	1120	It is a common material for making Guardian items. To create a Guardian item, you need ten pieces of the Resurrection.	-1
894	1121	Guardian item is required to strengthen to +10 level 'Guardian Enhanced Stone' is.	-1
895	1122	Guardian items +11 + level required to strengthen the 'elite guardian gangseok' is.	-1
896	1123	Change Guardian Elite Options You can create Guardian Elite Option Seats that can change your Guardian's elite options with 50 pieces.	-1
897	1124	This is a combination material needed to change the elite options of the Guardian.	-1
898	1125	You can create 50 'Sealed Bloodangel Armor' with sealed armor pieces.	-1
899	1126	You can create a Bloodangel helmet item with an unknown class. It will disappear when production fails.	-1
900	1127	You can create a Bloodangel armor item with an unknown class. It will disappear when production fails.	-1
901	1128	You can create a Blloodangel trousers item with an unknown class. It will disappear when production fails.	-1
902	1129	You can create Bloodangel glove items with unknown classes. It will disappear when production fails.	-1
903	1130	You can create a Bloodangel boots item with an unknown class. It will disappear when production fails.	-1
904	1131	It is the exclusive material that is necessary for the production of the guardian item ghost village. It can be made using 10 pieces of seal and resurrection of ghost horses.	-1
905	1132	You can use it by right-clicking. Guardian items can be obtained.	-1
906	1133	Increases Wizardry / Curse damage by %d.	219
907	1134	Increases attack, wizardry and curse damage by %d.	219
908	1135	This is the Bloodangel of Sealed Hearthless Set.#You need an Ancient Hero's Soul #to remove the seals. ##Use Ancient Hero's Soul in Regular Combination of Chaos Combination to # remove the seal.	-1
909	1136	Slayer only	-1
910	1137	You can get a fixed-term wing that matches your level and class.#Throw it on the floor.	-1
911	1138	#Throw it on the floor.	-1
912	1139	Heartless Bloodangel Slayer Helm	-1
913	1140	Heartless Bloodangel Slayer Pants	-1
914	1141	Heartless Bloodangel Slayer Gloves	-1
915	1142	Quickly approaches and deals damage to multiple nearby enemies.#Chance of additional damage to targets that are dealing continuous damage from Bat flock.	-1
916	1143	A special Muun is asleep inside the egg.#A right-click to break the Egg and wake up the Muun.	-1
917	1144	Blue Eye Set Item can be upgraded to Squadron's Silver Heart Set Item.	-1
918	1145	Fleet Silver Heart Set Item Material	-1
919	1146	This item is made by James, one of the 12 priests of light.	-1
920	1147	A combination material required to upgrade Soul Weapon Items to Blue Eye Weapon Items.	-1
921	1148	Temporarily consumes 3% of skill's attack power (%) and gives the enemy and party members the effect of reducing the enemy's defense when attacking.	-1
922	1149	ATK/Magic/Curse: 300	-1
923	1150	DEF: 700	-1
924	1151	Damage Increased: 65%%	-1
925	1152	Damage Absorption: 65%%	-1
926	1153	Melee Attack Power Increase: %d	108
927	1154	Ranged Attack Damage Increase: %d	109
928	1155	Magic Attack Power Increase: %d	110
929	1156	Melee Defense Increase: %d	111
930	1157	Ranged Defense Increase: %d	112
931	1158	Magic Defense Increase: %d	113
932	1161	A craftwork item required for making Earrings of Honor.	-1
933	1162	It is a necessary combination material when upgrading the ancestral earring (left or right) item to the earrings of honor (left or right) item.	-1
934	1163	It is a special material needed to upgrade the Guardian Ghost Horse To Ice.	-1
935	1164	You can upgrade by using 11~15 enhanced ghost horses, seals for ice dragons, and gem materials.	-1
936	1165	Shield Defense * Reduces damage taken instead of %0.1f	114
937	1166	This is a set of sealed defense Blood Angel.	-1
938	1167	Transformed into a mastery armor of defensive knights and a mastery armor of knights.	-1
939	1168	It is a necessary combination material when converting an attacking knight's mastery armor into a defensive knight's mastery armor.	-1
940	1169	Base defense increased by 1.5 per 20 levels	-1
941	1170	Available Stats# Power: %d or Energy: %d	18
942	1171	(Power: %d or energy: %d not enough)	250
943	1172	This is a set of sealed defense Blood Angel.	-1
944	1173	Defense Blood Angel Knight Armor	-1
945	1174	Defense Bloodangel Knight Helm	-1
946	1175	Defense Bloodangel Knight Pants	-1
947	1176	Defense Bloodangel Knight Boots	-1
948	1177	Shield Defense * 0.2 Reduces damage taken instead	-1
949	1178	When 5 are combined, they are automatically changed to the corresponding'Mastery Chaos Combination Amulet.	-1
950	1179	'Blood Angel' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
951	1180	'Dark Angel' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
952	1181	'Holy Angel' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
953	1182	'Soul' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
954	1183	'Blue Eye' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
955	1184	'Silver Heart' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
956	1185	'Manticore' is exclusively for weapons/armor #+9 level or higher item upgrade # prevents the item from disappearing #However, the combination success rate decreases by 5%%	-1
957	1186	It is a set of sealed ritual blood angels. #In order to release the seal, #Blood Angel's Spirit is required.	-1
958	1187	Master Gun Crusher only	-1
959	1188	Ritual Bloodangel Guncrusher Helm	-1
960	1189	Ritual Bloodangel Guncrusher Armor	-1
961	1190	Ritual Bloodangel Guncrusher Pants	-1
962	1191	Ritual Bloodangel Guncrusher Boots	-1
963	1192	Fires an ice blast around you, dealing damage to nearby enemies. #Probability of dealing 1 additional damage.	-1
964	1193	It makes a strong attack on enemy targets near and far away. #Probability of dealing 1 additional damage.	-1
965	1194	 	-1
966	1195	%s Target Elemental attack power increase +%d	251
967	1196	%s Target Elemental defense increase +%d	252
968	1197	Elemental Option Slot	-1
969	1198	%s Target Elemental attack power increase +%d (%d level)	-1
970	1199	%s Target Elemental defense increase +%d (%d level)	-1
971	1200	This is a combination material item required when upgrading Pentagram.	-1
972	1201	This is a combination material item required when upgrading Errtel.	-1
973	1202	Silver Heart Set Item to Roar Manticore Set Item# You can upgrade.	-1
974	1203	Roaring Manticore Set Item Material	-1
975	1204	It is a Silver Heart Anvil item made by James, one of the 12 priests of light.	-1
976	1205	This is a combination material required when upgrading a Blue Eye weapon item to a Silver Heart weapon item.	-1
977	1206	Used to grant harmony bonus options.	-1
978	1207	# # (The Harmony Bonus option can be granted only to items with the #+9 enhancement level or higher, and #3 Harmony option values \u200b\u200bof Advanced or higher)	-1
979	1208	Elemental Option Slot (%d)	-1
980	1209	When you collect it and take it to the Spirit of the Maple, you will receive an item.	-1
981	1210	Obtain 1 Fire Element Mastery Errtel# (Option is random)	-1
982	1211	Obtain 1 Water Element Mastery Errtel # (Option is random)	-1
983	1212	Obtain 1 Earth Element Mastery Errtel #(Option is random)	-1
984	1213	Obtain 1 Wind Element Mastery Errtel #(Option is random)	-1
985	1214	Obtain 1 Darkness Element Mastery Errtel #(Option is random)	-1
986	1215	Pentagram Upgrade Crafting Materials	-1
987	1216	Errtel Upgrade Crafting Materials	-1
